aba	阿坝
zhatu	渣土
zhaxia	炸虾
zhayaobao	炸药包
zhayier	扎伊尔
zhayikan	乍一看
zhayiting	乍一听
zhayou	渣油
zhazha	渣渣
zhazhi	榨汁
zhazidong	渣滓洞
zhebei	浙北
zhebeizi	这辈子
zhebuzhu	遮不住
zheda	浙大
zhedieche	折叠车
zhediechuang	折叠床
zhediesan	折叠伞
zhediezhuo	折叠桌
zheer	这儿
zheguang	遮光
zheguangban	遮光板
zheguanglv	折光率
zheguangzhao	遮光罩
zhegutian	鹧鸪天
zhehuier	这会儿
zhejia	折价
zhejianggongyedaxue	浙江工业大学
zhejiangshifandaxue	浙江师范大学
zhejiangwenyichubanshe	浙江文艺出版社
zhekoudian	折扣店
zhenan	浙南
zhenben	珍本
zhencangban	珍藏版
zhencangpin	珍藏品
zhencha	斟茶
zhencha	诊察
zhendizhan	阵地战
zhenduanxue	诊断学
zhenfa	阵法
zhenfaxing	阵发性
zhengbanqiao	郑板桥
zhengbasai	争霸赛
zhengbei	正北
zhengbian	整编
zhengbingzhi	征兵制
zhengbukai	睁不开
zhengcexing	政策性
zhengche	整车
zhengchuji	正处级
zhengdan	蒸蛋
zhengdang	整党
zhengding	征订
zhengdong	正东
zhengfaliang	蒸发量
zhengfan	正犯
zhengfaqi	蒸发器
zhengfaweiyuanhui	政法委员会
zhengfuji	正负极
zhenggao	正告
zhenggeer	整个儿
zhenggong	正宫
zhenggou	征购
zhenggu	整骨
zhengji	整机
zhengjiao	征缴
zhengjie	正解
zhengkai	挣开
zhengkai	郑恺
zhengkouqi	争口气
zhengmingti	证明题
zhengongfu	真功夫
zhengpian	正片
zhengqi	政企
zhengqian	整钱
zhengqichui	蒸汽锤
zhengqige	正气歌
zhengqiya	蒸汽压
zhengqiyu	蒸汽浴
zhengquanhua	证券化
zhengquelv	正确率
zhengshang	政商
zhengshi	整式
zhengshigong	正式工
zhengshitu	正视图
zhengshou	正手
zhengshubei	整数倍
zhengting	正厅
zhengtingji	正厅级
zhengtu	正途
zhenguan	贞观
zhengwuyuan	政务院
zhengxi	正西
zhengxiang	蒸箱
zhengxie	政协
zhengxiuwen	郑秀文
zhengxuan	郑玄
zhengya	正压
zhengyangmen	正阳门
zhengyigan	正义感
zhengzhenduo	郑振铎
zhengzhixieshanghuiyi	政治协商会议
zhengzhu	蒸煮
zhengzu	整租
zhenhanli	震撼力
zhenhou	震后
zhenhua	真话
zhenhuan	甄嬛
zhenhuo	真货
zhenjian	针尖
zhenjiangshi	镇江市
zhenjiao	针脚
zhenjiao	阵脚
zhenjiushi	针灸师
zhenkongdai	真空袋
zhenlou	镇楼
zhenming	真名
zhenmo	榛蘑
zhenni	珍妮
zhenpin	真品
zhenqi	真气
zhenqin	珍禽
zhenrenbuluxiang	真人不露相
zhensheli	震慑力
zhenshu	帧数
zhentoufeng	枕头风
zhentu	枕秃
zhenxianbao	针线包
zhenxianhe	针线盒
zhenxin	枕芯
zhenxing	阵形
zhenxinhua	真心话
zhenxue	阵雪
zhenzhai	镇宅
zhenzhang	阵仗
zhenzhen	阵阵
zhenzhi	真值
zhenzhishan	针织衫
zhenzhiwu	针织物
zhenzhu	真主
zhenzhubai	珍珠白
zhenzhubei	珍珠贝
zhenzhufen	珍珠粉
zhenzhugang	珍珠港
zhenzhugangshijian	珍珠港事件
zhenzhumi	珍珠米
zhenzhuniao	珍珠鸟
zhenzi	贞子
zhequn	褶裙
zhese	赭色
zheshang	浙商
zhesheguang	折射光
zheshejiao	折射角
zheshida	浙师大
zhexi	浙西
zhexia	遮瑕
zheyangmao	遮阳帽
zheyangpeng	遮阳棚
zheyangpeng	遮阳篷
zheyangsan	遮阳伞
zhezhao	遮罩
zhibanshi	值班室
zhibanxiang	纸板箱
zhibanyuan	值班员
zhibao	质保
zhibi	直逼
zhibing	制冰
zhiboshi	直播室
zhibuding	指不定
zhibuluotuohaixia	直布罗陀海峡
zhibuzhu	止不住
zhicha	枝杈
zhichangai	直肠癌
zhichengdian	支撑点
zhichenggan	支撑杆
zhichierhouyong	知耻而后勇
zhichili	支持力
zhicunxiu	植村秀
zhidaojia	指导价
zhidi	直抵
zhidie	止跌
zhidingding	直盯盯
zhidingtie	置顶帖
zhidu	制毒
zhiduichang	支队长
zhiduxing	制度性
zhier	侄儿
zhifangmei	脂肪酶
zhifeng	指缝
zhige	制革
zhigongdang	致公党
zhigu	指骨
zhigu	趾骨
zhihangguan	执行官
zhihangli	执行力
zhihuanwang	指环王
zhihuashi	芝华士
zhihuifa	止回阀
zhihuijian	指挥舰
zhihuiyuan	指挥员
zhiji	直击
zhijiagedaxue	芝加哥大学
zhijiageshangpinjiaoyisuo	芝加哥商品交易所
zhijiahua	指甲花
zhijianju	质监局
zhijianyuan	质检员
zhiju	支局
zhikao	炙烤
zhike	止渴
zhike	纸壳
zhikeshui	止咳水
zhikeyao	止咳药
zhikong	质控
zhilei	脂类
zhileng	支棱
zhilengji	制冷剂
zhilengji	制冷机
zhili	直隶
zhilian	支链
zhilian	直链
zhiliangjishujianduju	质量技术监督局
zhiliaofei	治疗费
zhiliaoxue	治疗学
zhiliaoyi	治疗仪
zhiliti	智力题
zhiliu	之流
zhiliu	吱溜
zhilou	纸篓
zhilu	支路
zhilupai	指路牌
zhimahu	芝麻糊
zhimai	支脉
zhimajie	芝麻街
zhimang	致盲
zhimatang	芝麻糖
zhiminzhuyizhe	殖民主义者
zhimo	质膜
zhinang	智囊
zhinuo	芝诺
zhinv	织女
zhinvxing	织女星
zhipeiyu	支配欲
zhiqin	值勤
zhiqisuoyiran	知其所以然
zhiquan	直拳
zhirong	植绒
zhiruwu	植入物
zhisha	治沙
zhishe	指涉
zhishe	直射
zhishideng	指示灯
zhishidian	知识点
zhishixing	知识性
zhishui	治水
zhishujie	植树节
zhisilv	致死率
zhisuo	治所
zhitan	指弹
zhitang	制糖
zhitao	指套
zhitengyao	止疼药
zhiti	质体
zhitingting	直挺挺
zhitong	直筒
zhituyuan	制图员
zhiwensuo	指纹锁
zhiwujia	置物架
zhiwuxing	植物性
zhixi	侄媳
zhixian	制宪
zhixiangxing	指向性
zhixie	制鞋
zhixie	止泻
zhixie	纸屑
zhixieyao	止泻药
zhixing	知性
zhixingzi	直性子
zhixinhua	知心话
zhixinren	知心人
zhixu	只需
zhixuedai	止血带
zhixueqian	止血钳
zhixueyao	止血药
zhixuzhouguanfanghuo	只许州官放火
zhiya	枝丫
zhiyang	止痒
zhiyezhuang	职业装
zhiying	直营
zhiyinshui	直饮水
zhiyou	直邮
zhiyu	稚鱼
zhiyuanbiao	职员表
zhiyuanshenzaicishanzhong	只缘身在此山中
zhizhi	吱吱
zhizhu	止住
zhizhujing	蜘蛛精
zhizhuo	执著
zhizhusi	蜘蛛丝
zhizhuxia	蜘蛛侠
zhizibeng	质子泵
zhongbache	中巴车
zhongbiaodian	钟表店
zhongbuliu	中不溜
zhongcaifa	仲裁法
zhongcaiting	仲裁庭
zhongcaiyuan	仲裁员
zhongcanting	中餐厅
zhongce	中策
zhongcenggenkanghong	中曾根康弘
zhongchang	衷肠
zhongchui	重锤
zhongchuixian	中垂线
zhongdianban	重点班
zhongdidang	中低档
zhongdu	中度
zhongduanfuwuqi	终端服务器
zhonger	中二
zhongfa	中法
zhongfuxing	重复性
zhonggainian	种概念
zhonggangtai	中港台
zhongganmao	重感冒
zhonggao	终稿
zhonggaoceng	中高层
zhonggaodang	中高档
zhonggong	中共
zhonggongguizhoushengwei	中共贵州省委
zhonggongshanxishengwei	中共陕西省委
zhonggongzhejiangshengwei	中共浙江省委
zhonggongzhongyangbangongting	中共中央办公厅
zhonggongzhongyangdangxiao	中共中央党校
zhonggongzhongyangduiwailianluobu	中共中央对外联络部
zhonggongzhongyangshujichu	中共中央书记处
zhonggongzhongyangwenxianyanjiushi	中共中央文献研究室
zhonggongzhongyangxuanchuanbu	中共中央宣传部
zhonggongzhongyangzhengzhiju	中共中央政治局
zhonggongzhongyangzuzhibu	中共中央组织部
zhonggulou	钟鼓楼
zhongguobingqigongyejituan	中国兵器工业集团
zhongguodianyingjiaxiehui	中国电影家协会
zhongguodierlishidanganguan	中国第二历史档案馆
zhongguodizhidaxue	中国地质大学
zhongguodongfanghangkonggongsi	中国东方航空公司
zhongguofuzhuangxiehui	中国服装协会
zhongguogongchanzhuyiqingniantuan	中国共产主义青年团
zhongguogongchengwuliyanjiuyuan	中国工程物理研究院
zhongguogongchengyuan	中国工程院
zhongguogongnonghongjun	中国工农红军
zhongguogongshangyinhang	中国工商银行
zhongguoguangdayinhang	中国光大银行
zhongguoguojiguangbodiantai	中国国际广播电台
zhongguoguojihangkonggongsi	中国国际航空公司
zhongguoguojimaoyizhongxin	中国国际贸易中心
zhongguoguojixintuotouzigongsi	中国国际信托投资公司
zhongguoguomindang	中国国民党
zhongguohaiyangshiyouzonggongsi	中国海洋石油总公司
zhongguohongshizihui	中国红十字会
zhongguohongshizizonghui	中国红十字总会
zhongguohua	中国画
zhongguohuayanjiuyuan	中国画研究院
zhongguohulianwangluoxinxizhongxin	中国互联网络信息中心
zhongguojiansheyinhang	中国建设银行
zhongguojinshuxuehui	中国金属学会
zhongguokejidaxue	中国科技大学
zhongguokejiguan	中国科技馆
zhongguokexueyuan	中国科学院
zhongguokexueyuandongwuyanjiusuo	中国科学院动物研究所
zhongguokexueyuanjisuanjishuyanjiusuo	中国科学院计算技术研究所
zhongguokongjianjishuyanjiuyuan	中国空间技术研究院
zhongguokuangyedaxue	中国矿业大学
zhongguolishibowuguan	中国历史博物馆
zhongguolvyouxiehui	中国旅游协会
zhongguomeishuguan	中国美术馆
zhongguomeishuxueyuan	中国美术学院
zhongguominhangzongju	中国民航总局
zhongguominzhutongmeng	中国民主同盟
zhongguonanfanghangkonggongsi	中国南方航空公司
zhongguonanjichangchengzhan	中国南极长城站
zhongguonongkeyuan	中国农科院
zhongguonongyedaxue	中国农业大学
zhongguonongyeyinhang	中国农业银行
zhongguopingpangqiuxiehui	中国乒乓球协会
zhongguoqingnianbao	中国青年报
zhongguorenminbaoxiangongsi	中国人民保险公司
zhongguorenmingemingjunshibowuguan	中国人民革命军事博物馆
zhongguorenminjiefangjun	中国人民解放军
zhongguorenminjiefangjunhaijun	中国人民解放军海军
zhongguorenminjiefangjunjunshikexueyuan	中国人民解放军军事科学院
zhongguorenminjiefangjunzonghouqinbu	中国人民解放军总后勤部
zhongguorenminjiefangjunzongzhengzhibu	中国人民解放军总政治部
zhongguorenminwuzhuangjingchabudui	中国人民武装警察部队
zhongguorenminzhiyuanjun	中国人民志愿军
zhongguoshaonianxianfengdui	中国少年先锋队
zhongguoshekeyuan	中国社科院
zhongguosheyingjiaxiehui	中国摄影家协会
zhongguoshi	中国史
zhongguoshihuajituan	中国石化集团
zhongguoshiyoutianranqijituan	中国石油天然气集团
zhongguotianjingxiehui	中国田径协会
zhongguotieluwengongtuan	中国铁路文工团
zhongguotong	中国通
zhongguotongmenghui	中国同盟会
zhongguotushuguanxuehui	中国图书馆学会
zhongguowaihuijiaoyizhongxin	中国外汇交易中心
zhongguoxijuchubanshe	中国戏剧出版社
zhongguoxinminzhuzhuyiqingniantuan	中国新民主主义青年团
zhongguoxinwenshe	中国新闻社
zhongguoyinyuexueyuan	中国音乐学院
zhongguoyixuekexueyuan	中国医学科学院
zhongguoyixuekexueyuanzhongliuyiyuan	中国医学科学院肿瘤医院
zhongguozhengfadaxue	中国政法大学
zhongguozhengjianhui	中国证监会
zhongguozhongyangdianshitai	中国中央电视台
zhongguozuojiaxiehui	中国作家协会
zhongguozuqiuxiehui	中国足球协会
zhonghan	中韩
zhonghang	中行
zhonghanliang	钟汉良
zhonghuacishanzonghui	中华慈善总会
zhonghuaxun	中华鲟
zhonghuayixuehui	中华医学会
zhonghuo	中火
zhongji	重疾
zhongjiang	重奖
zhongjianjia	中间价
zhongjianti	中间体
zhongjiefu	终结符
zhongkongshi	中控室
zhongkui	钟馗
zhongliang	中粮
zhongliti	钟丽缇
zhongnanshan	终南山
zhongnanshan	钟南山
zhongnao	中脑
zhongou	中欧
zhongpi	种皮
zhongpian	中篇
zhongpin	中频
zhongpu	中铺
zhongqi	中气
zhongqing	衷情
zhongqingbao	中青报
zhongqingdianshitai	重庆电视台
zhongqingjiangbeijichang	重庆江北机场
zhongqiu	中秋
zhongqiujie	中秋节
zhongquan	重拳
zhongri	中日
zhongshanjiniantang	中山纪念堂
zhongshanling	中山陵
zhongshanyikedaxue	中山医科大学
zhongshengxiang	众生相
zhongshi	中士
zhongshihua	中石化
zhongshihuajituan	中石化集团
zhongshiqishidai	中石器时代
zhongshui	重税
zhongsu	中苏
zhongsunzi	重孙子
zhongtong	肿痛
zhongweidu	中纬度
zhongwenming	中文名
zhongwufan	中午饭
zhongxi	中戏
zhongxi	中西
zhongxiao	忠孝
zhongxiaobunengliangquan	忠孝不能两全
zhongxiaoxing	中小型
zhongxiaxun	中下旬
zhongxiaye	仲夏夜
zhongxie	重谢
zhongxin	中信
zhongxinci	中心词
zhongxing	重刑
zhongxinhua	中心化
zhongxinjiao	中心角
zhongxinshe	中新社
zhongxinxian	中心线
zhongxuanbu	中宣部
zhongxue	中雪
zhongya	中亚
zhongyangbangongting	中央办公厅
zhongyangbianyichubanshe	中央编译出版社
zhongyangdianshitai	中央电视台
zhongyanggejuyuan	中央歌剧院
zhongyanggeminggenjudi	中央革命根据地
zhongyangjun	中央军
zhongyangjunshiweiyuanhui	中央军事委员会
zhongyangmeishuxueyuan	中央美术学院
zhongyangminzudaxue	中央民族大学
zhongyangminzuyuetuan	中央民族乐团
zhongyangqixiangju	中央气象局
zhongyangrenminguangbodiantai	中央人民广播电台
zhongyangrenminzhengfu	中央人民政府
zhongyangrenminzhengfuzhengwuyuan	中央人民政府政务院
zhongyangshangwuqu	中央商务区
zhongyangshujichu	中央书记处
zhongyangtai	中央台
zhongyangtongzhanbu	中央统战部
zhongyangweiyuanhui	中央委员会
zhongyangxijuxueyuan	中央戏剧学院
zhongyangxuanchuanbu	中央宣传部
zhongyangyanjiuyuan	中央研究院
zhongyangyinyuexueyuan	中央音乐学院
zhongyangzhengceyanjiushi	中央政策研究室
zhongyangzhengfaweiyuanhui	中央政法委员会
zhongyangzhengzhiju	中央政治局
zhongyangzhengzhijuchangwei	中央政治局常委
zhongyangzhishujiguan	中央直属机关
zhongyangzuzhibu	中央组织部
zhongyannierliyuxing	忠言逆耳利于行
zhongyaocai	中药材
zhongyaofang	中药房
zhongye	种业
zhongyi	钟意
zhongyike	中医科
zhongyin	中音
zhongying	中英
zhongyixue	中医学
zhongyiyaodaxue	中医药大学
zhongyiying	中译英
zhongyiyuan	中医院
zhongyiyuan	众议院
zhongyu	中雨
zhongyuanjie	中元节
zhongzhi	中值
zhongzhi	中置
zhongzhu	种猪
zhongzhuang	重装
zhongzhuansheng	中专生
zhongzitan	中子弹
zhoubotong	周伯通
zhoubu	肘部
zhoudunyi	周敦颐
zhouer	周二
zhouguanjie	肘关节
zhouhen	皱痕
zhouji	州际
zhoujian	昼间
zhoukou	周口
zhoukoushi	周口市
zhouli	周礼
zhoulibo	周立波
zhoumu	州牧
zhouqilv	周期律
zhourunfa	周润发
zhousan	周三
zhoushan	舟山
zhoushu	咒术
zhousi	周四
zhousi	宙斯
zhouwang	纣王
zhouwenzhi	皱纹纸
zhouxiaochuan	周小川
zhouxinguo	轴心国
zhouyafu	周亚夫
zhouyi	周一
zhouyi	周易
zhouyouwang	周幽王
zhouyu	周瑜
zhouyudahuanggai	周瑜打黄盖
zhouzeng	骤增
zhouzhiruo	周芷若
zhouzhuanlv	周转率
zhouzuoren	周作人
zhuahen	抓痕
zhuancha	砖茶
zhuanchang	砖厂
zhuanchang	转场
zhuanchao	转抄
zhuancheng	转呈
zhuanchu	转储
zhuandian	专电
zhuandiao	砖雕
zhuandixing	传递性
zhuandongbi	传动比
zhuandongzhou	传动轴
zhuanduo	转舵
zhuanfang	砖房
zhuangang	转岗
zhuangbuxia	装不下
zhuangche	装车
zhuangdingji	装订机
zhuanghan	壮汉
zhuanghutu	装糊涂
zhuangji	桩基
zhuangjiabing	装甲兵
zhuangjiayunbingche	装甲运兵车
zhuangku	装酷
zhuangmenmian	装门面
zhuangong	专供
zhuangpeishi	装配式
zhuangse	撞色
zhuangshideng	装饰灯
zhuangshiyin	装饰音
zhuangsunzi	装孙子
zhuangxing	壮行
zhuangyangyao	壮阳药
zhuangyangzi	装样子
zhuangyuanlang	状元郎
zhuangzaiji	装载机
zhuangzhou	庄周
zhuangzhu	庄主
zhuangzi	桩子
zhuanhuanlv	转换率
zhuanji	专集
zhuanjieqi	转接器
zhuanjietou	转接头
zhuanjiexian	转接线
zhuanjingtong	转经筒
zhuanjipian	传记片
zhuankan	专刊
zhuankuaifei	转会费
zhuanlun	专论
zhuanmendian	专门店
zhuanqing	专情
zhuanquaner	转圈儿
zhuanquanquan	转圈圈
zhuanshengben	专升本
zhuanshou	转售
zhuanshunjian	转瞬间
zhuansi	专四
zhuansongmen	传送门
zhuanti	篆体
zhuantie	转帖
zhuantie	转贴
zhuantou	转投
zhuanwafang	砖瓦房
zhuanwen	篆文
zhuanxiang	专享
zhuanxingqi	转型期
zhuanxu	颛顼
zhuanyeban	专业版
zhuanyeke	专业课
zhuanyimei	转移酶
zhuanyin	转印
zhuanyin	转阴
zhuanyongche	专用车
zhuanyongdao	专用道
zhuanzi	篆字
zhuanzuo	专座
zhuarong	抓绒
zhuatu	抓图
zhuayin	爪印
zhuazhuangding	抓壮丁
zhubajiezhaojingzi	猪八戒照镜子
zhubanren	主办人
zhubanzhe	主办者
zhubaodian	珠宝店
zhubaoshang	珠宝商
zhubi	主笔
zhubichang	铸币厂
zhucangshi	贮藏室
zhucedi	注册地
zhucezheng	注册证
zhuchang	驻唱
zhuche	驻车
zhuchengxu	主程序
zhuchici	主持词
zhuci	祝词
zhudachang	猪大肠
zhude	朱德
zhudi	朱棣
zhudi	竹笛
zhudiao	竹雕
zhufa	竹筏
zhufang	驻防
zhufei	猪肺
zhufen	猪粪
zhufeng	珠峰
zhufuyu	祝福语
zhugan	猪肝
zhugang	铸钢
zhugaochi	朱高炽
zhuge	诸葛
zhugeliang	诸葛亮
zhugen	主根
zhugongshou	主攻手
zhuguangya	朱光亚
zhuguanti	主观题
zhuhai	珠海
zhuhai	竹海
zhuhu	逐户
zhuhuan	猪獾
zhuhunren	主婚人
zhuidongmai	椎动脉
zhuifan	追番
zhuihuilai	追回来
zhuihuiqu	追回去
zhuijizhan	追击战
zhuiqiuzhe	追求者
zhuixin	锥心
zhuji	诸暨
zhuji	逐级
zhujian	主键
zhujiangkou	珠江口
zhujiangren	主讲人
zhujiangsanjiaozhou	珠江三角洲
zhujiaolian	主教练
zhujiaotang	主教堂
zhujiechong	竹节虫
zhujingban	驻京办
zhuju	主句
zhuju	逐句
zhukao	主考
zhukefu	朱可夫
zhukong	主控
zhukuai	竹筷
zhulandashuiyichangkong	竹篮打水一场空
zhulang	柱廊
zhuli	逐利
zhulian	珠帘
zhulian	竹帘
zhuliang	主粮
zhuliye	朱丽叶
zhulou	竹楼
zhulou	竹篓
zhulu	主路
zhulu	筑路
zhumadian	驻马店
zhumo	著墨
zhumuli	注目礼
zhunfenzi	准分子
zhungaer	准噶尔
zhungaerpendi	准噶尔盆地
zhunhua	准话
zhunjia	准假
zhunwei	准尉
zhunxin	准心
zhunxinniang	准新娘
zhuodi	着地
zhuojiao	桌脚
zhuojiao	桌角
zhuolidian	着力点
zhuosidian	着丝点
zhuotui	桌腿
zhuowenjun	卓文君
zhuoyi	桌椅
zhuozhengyuan	拙政园
zhupi	猪皮
zhupin	主频
zhuran	助燃
zhurong	祝融
zhurongji	朱镕基
zhushen	主审
zhusheye	注射液
zhushitu	主视图
zhushou	猪手
zhusuji	注塑机
zhutan	竹炭
zhutici	主题词
zhutixing	主体性
zhutongfan	竹筒饭
zhutourou	猪头肉
zhuwangmo	蛛网膜
zhuwen	朱温
zhuwo	主卧
zhuxi	朱熹
zhuxiang	逐项
zhuxianwei	竹纤维
zhuxiaosheng	住校生
zhuxie	猪血
zhuxin	烛芯
zhuxin	猪心
zhuxing	柱形
zhuxinsuan	珠心算
zhuxiong	主凶
zhuxiufei	住宿费
zhuxue	猪血
zhuye	竹叶
zhuying	主营
zhuyou	住友
zhuyuanchu	住院处
zhuzai	猪崽
zhuzaochang	铸造厂
zhuzhe	著者
zhuzhi	主治
zhuzhou	株洲
zhuzhoushi	株洲市
zhuzhuang	柱状
zhuzi	逐字
zhuziqing	朱自清
zhuzuozhe	著作者
zibeigan	自卑感
zibenjin	资本金
zibenlun	资本论
zibenmijixing	资本密集型
zibi	自闭
zibian	自贬
zibiaoti	子标题
zibo	淄博
zice	自测
zichanfuzhailv	资产负债率
zichang	字长
zichou	自筹
zichuan	子串
zidanke	子弹壳
zidantou	子弹头
zidian	紫癜
zidibing	子弟兵
zidongji	自动机
ziduan	紫椴
zifangdian	自放电
zifaxing	自发性
zige	自个
zigeer	自个儿
zigezheng	资格证
zigong	自贡
zigongai	子宫癌
zigongqiang	子宫腔
zigongshi	自贡市
ziguang	紫光
zihong	紫红
zijianfang	自建房
zijianxin	自荐信
zijiao	自交
zijiegou	子结构
zijilv	自给率
zijinliu	资金流
zijinshan	紫金山
zijinshantianwentai	紫金山天文台
ziju	字距
zijue	自决
zijuexing	自觉性
zikao	自考
zikongli	自控力
ziku	字库
zili	籽粒
ziliaoka	资料卡
ziliaoshi	资料室
ziliaoyuan	资料员
ziliu	滋溜
zilu	子路
ziluoti	兹罗提
zimeihua	姊妹花
zimoli	紫茉莉
zimu	字模
zimuzu	字幕组
zinve	自虐
zinvekuang	自虐狂
zipu	自曝
ziqidong	自启动
ziranbianzhengfa	自然辩证法
zirancun	自然村
ziranguang	自然光
ziranma	自然码
zishahu	紫砂壶
zishengtang	资生堂
zishu	紫薯
zishui	渍水
zitanmu	紫檀木
zitengluo	紫藤萝
zitiku	字体库
zitonggou	自同构
ziwei	紫微
ziweier	滋味儿
ziweiquan	自卫权
ziweixing	紫微星
zixian	子痫
zixiangmu	子项目
zixike	自习课
zixin	资信
zixing	自性
zixishi	自习室
zixiuke	自修课
zixiushi	自修室
zixuntai	咨询台
ziya	龇牙
ziyaoshui	紫药水
ziyin	滋阴
ziyoumin	自由民
ziyouminzhudang	自由民主党
ziyouren	自由人
ziyoushi	自由诗
ziyuanshui	资源税
zizhi	子侄
zizhi	自知
zizhuanti	自传体
zizhuxing	自主性
zongcan	总参
zongchang	总厂
zongchengji	总成绩
zongchuan	纵穿
zongdaili	总代理
zongdian	总店
zongdui	总队
zongduichang	总队长
zongfanchuan	纵帆船
zonggang	总纲
zonggong	总攻
zonggonggei	总供给
zonghengjia	纵横家
zonghuangse	棕黄色
zonghuozui	纵火罪
zongjiaojie	宗教界
zongjiaotou	总教头
zongjine	总金额
zongjingxiao	总经销
zongkaba	宗喀巴
zongping	总评
zongpu	宗谱
zongzhang	总账
zongzhi	综治
zongzhihui	总指挥
zongzhongliang	总重量
zongzhou	纵轴
zongzichan	总资产
zoubeiyun	走背运
zoubukai	走不开
zoujiduan	走极端
zoulu	走露
zoumaicheng	走麦城
zoumeiyun	走霉运
zoushitu	走势图
zousifan	走私犯
zousizui	走私罪
zoutai	走台
zouzhang	走账
zuangan	钻杆
zuanguolai	钻过来
zuanguoqu	钻过去
zuanjingji	钻井机
zuanta	钻塔
zuanzi	钻子
zubu	足部
zucai	足彩
zuchongzhi	祖冲之
zudanbai	组蛋白
zudi	足底
zugao	组稿
zuhegui	组合柜
zuhejian	组合键
zuidijia	最低价
zuigaorenminfayuan	最高人民法院
zuigaorenminjianchayuan	最高人民检察院
zuiwugan	罪恶感
zuiyan	醉眼
zuizheng	罪证
zujizhan	阻击战
zuju	组局
zujueyinganjing	足厥阴肝经
zulu	祖鲁
zuluren	祖鲁人
zuniqi	阻尼器
zunyi	遵义
zuobanqiu	左半球
zuobi	左臂
zuobianqi	座便器
zuobiaozhou	坐标轴
zuocan	柞蚕
zuochong	座充
zuoditie	坐地铁
zuoer	左耳
zuoer	昨儿
zuoguai	左拐
zuohoufang	左后方
zuohouwei	左后卫
zuojia	作价
zuojiachubanshe	作家出版社
zuojian	左键
zuola	左拉
zuolian	左联
zuolian	左脸
zuolun	左轮
zuoluo	佐罗
zuonao	左脑
zuopiao	坐票
zuopiao	座票
zuoqianfang	左前方
zuoshandiao	座山雕
zuoshangjiao	左上角
zuoshengdao	左声道
zuoshi	作诗
zuotao	座套
zuoti	做题
zuotu	作图
zuowei	作伪
zuoweibiao	座位表
zuoweihao	座位号
zuoxiafang	左下方
zuoxiajiao	左下角
zuoxie	作协
zuoxuan	左旋
zuoyan	左眼
zuoyeben	作业本
zuoyong	坐拥
